record_id,shift,machine_type,operator_level,zone,maintenance_status,ppe_compliance,temperature_c,distance_cm,vibration_mm_s,humidity_pct,pressure_bar,noise_db,runtime_min,operator_fatigue_score,near_miss_last_30d,inspection_delay_days,crew_size,risk_level
416,afternoon,furnace_C,mid,heat_area,on_time,ok,74.86,75.34,7.13,40.84,6.35,81.05,103.4,4.2,1,5,2,unsafe
417,morning,cutter_D,mid,maintenance,on_time,ok,30.28,61.14,6.68,53.73,4.54,95.11,235.1,1.9,0,3,2,unsafe
418,morning,furnace_C,junior,maintenance,delayed,partial,57.05,52.94,9.16,60.61,5.11,73.58,99.1,4.3,0,6,3,unsafe
419,afternoon,furnace_C,junior,heat_area,on_time,partial,68.8,64.96,1.58,68.85,5.12,85.38,58.7,6.2,1,4,2,unsafe
420,night,furnace_C,junior,assembly,on_time,ok,47.38,129.25,7.84,31.15,5.51,82.46,173.7,6.1,1,5,3,safe
421,night,press_B,senior,heat_area,on_time,missing,46.95,66.86,11.01,48.56,6.1,66.28,241.0,3.0,0,1,1,unsafe
422,night,press_A,junior,assembly,on_time,ok,46.77,61.98,4.51,58.25,5.81,72.73,113.5,11.9,1,2,2,unsafe
423,morning,furnace_C,mid,loading,on_time,ok,42.4,82.02,9.67,60.22,4.03,77.65,321.2,5.4,2,4,2,unsafe
424,afternoon,cutter_D,junior,maintenance,on_time,ok,48.2,101.86,4.92,52.09,7.21,93.01,221.8,5.5,1,5,3,safe
425,morning,press_A,junior,loading,on_time,ok,33.26,103.97,2.48,59.59,6.39,83.17,251.6,3.0,0,7,3,safe
426,afternoon,furnace_C,senior,maintenance,,ok,68.75,10.0,4.83,40.67,3.78,68.49,171.2,5.3,0,3,3,unsafe
427,afternoon,press_A,mid,heat_area,on_time,missing,82.05,115.76,7.81,73.81,5.41,77.74,161.8,4.5,1,9,1,unsafe
428,night,press_B,junior,assembly,delayed,partial,33.67,140.27,4.66,65.9,7.74,99.16,96.8,2.7,2,2,3,unsafe
429,afternoon,press_A,mid,loading,on_time,ok,50.41,51.24,4.18,33.17,5.79,80.0,285.7,2.6,2,3,2,unsafe
430,morning,press_B,junior,heat_area,on_time,ok,45.28,55.97,6.81,36.95,6.39,76.05,262.4,7.0,2,6,3,unsafe
431,morning,cutter_D,mid,loading,delayed,ok,56.49,82.24,6.51,,6.4,87.43,288.8,8.9,4,5,2,unsafe
432,night,press_B,mid,heat_area,on_time,missing,38.82,63.54,6.79,61.49,7.75,87.87,133.4,7.0,2,7,2,unsafe
433,afternoon,furnace_C,junior,assembly,delayed,partial,61.77,97.84,7.02,34.01,4.13,74.89,114.5,7.6,1,2,1,unsafe
434,morning,cutter_D,junior,maintenance,on_time,ok,33.52,21.87,6.56,47.37,7.22,87.52,195.6,5.0,1,7,3,unsafe
435,morning,cutter_D,junior,assembly,on_time,partial,41.52,50.87,4.55,58.37,5.46,80.04,106.1,5.1,0,7,2,unsafe
436,afternoon,press_A,senior,maintenance,on_time,ok,31.63,133.87,6.01,51.07,6.48,85.47,134.1,7.1,0,2,1,safe
437,morning,press_B,senior,maintenance,delayed,ok,53.87,57.51,4.46,55.62,7.25,80.53,45.0,8.3,1,5,1,unsafe
438,night,press_A,junior,loading,delayed,ok,33.96,131.52,9.33,37.08,5.81,85.34,154.6,9.4,1,4,4,unsafe
439,afternoon,cutter_D,mid,loading,on_time,ok,50.62,110.44,4.1,60.33,5.17,76.17,180.9,2.6,1,5,2,safe
440,morning,cutter_D,junior,loading,on_time,ok,39.87,34.68,7.98,43.42,6.13,75.61,254.4,5.2,0,5,3,unsafe
441,morning,press_B,junior,maintenance,critical,ok,42.63,112.24,7.29,47.46,9.41,87.51,199.3,5.9,2,4,4,unsafe
442,night,cutter_D,mid,heat_area,on_time,ok,55.77,85.88,5.94,55.33,4.73,84.29,216.1,,2,6,4,unsafe
443,afternoon,press_B,senior,heat_area,on_time,ok,44.86,74.06,4.41,53.44,9.5,81.57,310.6,5.6,0,5,3,unsafe
444,afternoon,furnace_C,senior,loading,critical,ok,58.52,106.57,5.56,52.34,5.66,76.24,87.5,6.5,1,5,3,unsafe
445,night,press_A,mid,heat_area,delayed,ok,72.36,96.61,2.66,41.49,6.55,89.09,79.3,8.3,2,3,2,unsafe
446,night,cutter_D,junior,heat_area,on_time,ok,44.66,114.77,3.18,47.81,5.09,79.53,149.2,10.2,1,2,2,unsafe
447,night,press_A,mid,heat_area,delayed,missing,68.06,121.24,5.79,52.03,5.5,79.78,74.1,5.5,0,5,3,unsafe
448,night,cutter_D,junior,loading,delayed,ok,61.98,112.28,6.97,32.75,5.85,92.07,159.7,3.8,2,4,2,unsafe
449,afternoon,cutter_D,mid,maintenance,on_time,ok,34.21,41.85,7.72,45.52,5.14,93.56,75.6,5.6,1,2,1,safe
450,morning,furnace_C,junior,assembly,on_time,ok,38.54,73.42,4.52,57.43,5.73,74.29,84.3,9.3,0,6,3,safe
451,night,press_A,mid,maintenance,on_time,partial,47.62,183.01,3.56,34.12,5.97,98.64,52.8,5.2,2,4,2,safe
452,afternoon,press_B,junior,loading,critical,missing,37.43,123.36,4.63,68.19,9.71,81.82,153.4,6.7,0,4,3,unsafe
453,afternoon,press_A,junior,maintenance,delayed,ok,66.42,162.93,7.56,69.77,4.98,69.61,64.5,6.8,1,5,3,safe
454,night,press_B,senior,loading,on_time,ok,44.42,146.84,8.54,34.57,7.43,84.32,175.3,6.6,2,3,2,safe
455,morning,press_A,junior,loading,delayed,partial,34.37,96.46,9.29,71.01,6.82,75.55,189.7,5.3,8,6,2,unsafe
456,afternoon,cutter_D,mid,assembly,on_time,ok,30.23,100.55,7.06,49.99,5.11,86.91,92.9,2.9,0,4,2,safe
457,morning,furnace_C,junior,maintenance,on_time,ok,69.08,88.72,6.9,57.86,6.89,78.61,202.8,0.5,3,4,4,unsafe
458,afternoon,press_B,junior,assembly,on_time,ok,37.15,29.18,9.23,45.05,6.78,79.67,191.6,3.0,1,4,1,unsafe
459,morning,press_B,junior,maintenance,on_time,ok,44.53,90.63,6.23,64.92,4.06,70.8,227.6,4.5,1,4,2,unsafe
460,morning,press_B,junior,maintenance,delayed,ok,55.47,132.37,7.92,57.69,8.16,87.91,88.7,7.6,2,3,3,safe
461,morning,furnace_C,senior,heat_area,on_time,ok,60.19,69.01,4.79,40.6,4.55,68.59,86.7,4.6,1,5,2,unsafe
462,afternoon,press_B,junior,assembly,delayed,ok,43.45,104.42,3.5,35.69,5.94,69.02,184.8,4.2,0,5,2,safe
463,afternoon,cutter_D,senior,loading,on_time,missing,43.8,127.81,4.0,31.56,7.39,129.64306280328967,148.2,2.9,1,8,2,safe
464,afternoon,press_B,mid,heat_area,on_time,ok,62.2,58.16,5.48,54.63,6.85,93.43,155.2,6.2,0,7,2,unsafe
465,night,cutter_D,mid,maintenance,critical,partial,51.09,74.2,7.93,60.01,7.69,81.83,258.6,9.1,2,5,2,unsafe
466,afternoon,cutter_D,mid,assembly,on_time,ok,41.36,54.37,9.74,61.11,8.07,89.31,58.9,7.0,0,1,3,unsafe
467,morning,press_A,mid,assembly,,ok,44.76,51.22,5.68,50.35,5.66,88.66,209.7,6.1,4,5,2,unsafe
468,night,cutter_D,mid,maintenance,on_time,ok,39.54,44.93,8.09,35.8,7.53,92.33,191.7,3.1,2,5,2,unsafe
469,morning,press_A,junior,loading,delayed,missing,26.27,56.48,5.54,42.45,5.52,76.2,181.1,4.6,0,7,2,unsafe
470,night,cutter_D,junior,maintenance,on_time,partial,47.09,139.68,4.81,68.13,9.4,75.18,218.7,,0,3,1,safe
471,morning,press_B,senior,heat_area,on_time,ok,76.71,57.96,2.58,45.22,6.4,59.13,123.5,7.2,0,6,4,unsafe
472,night,cutter_D,senior,loading,on_time,partial,33.4,102.43,3.87,54.01,7.83,82.63,72.7,3.0,0,6,2,safe
473,morning,cutter_D,senior,loading,on_time,ok,34.72,80.4,6.66,36.94,7.6,93.6,98.9,4.7,1,3,4,safe
474,night,cutter_D,mid,loading,delayed,missing,33.55,139.26,6.52,56.71,6.91,74.88,92.4,7.0,2,5,2,safe
475,afternoon,cutter_D,mid,loading,on_time,ok,,143.89,7.57,,5.63,89.3,25.8,3.2,1,7,3,safe
476,night,press_B,mid,loading,on_time,partial,49.38,128.24,5.9,66.65,7.1,72.45,181.2,1.4,2,4,2,safe
477,morning,press_A,mid,heat_area,on_time,ok,52.1,90.71,4.72,62.83,3.7,79.95,115.2,5.0,2,3,1,safe
478,afternoon,press_B,junior,heat_area,on_time,ok,42.98,81.91,10.23,45.06,7.59,85.37,124.7,3.6,2,5,1,unsafe
479,night,press_A,mid,loading,critical,ok,45.11,46.28,7.59,50.23,6.95,75.06,102.1,4.6,1,4,3,unsafe
480,afternoon,furnace_C,junior,assembly,on_time,ok,37.22,158.02,8.06,44.28,6.17,80.53,134.5,4.6,1,3,2,safe
481,afternoon,press_B,junior,loading,critical,ok,45.72,71.41,6.92,32.13,3.43,75.26,277.4,5.0,2,5,2,unsafe
482,afternoon,cutter_D,senior,assembly,on_time,ok,54.46,113.23,7.06,40.0,4.85,89.35,52.2,4.8,1,5,3,safe
483,afternoon,furnace_C,junior,loading,on_time,ok,40.99,135.08,7.54,54.78,5.03,81.12,302.5,3.4,1,7,2,unsafe
484,afternoon,cutter_D,junior,loading,delayed,ok,25.61,78.57,6.96,56.55,6.88,83.51,152.6,4.8,3,3,2,unsafe
485,afternoon,press_A,junior,assembly,on_time,ok,62.95,116.33,0.32,54.08,6.88,93.03,105.7,1.6,1,4,3,safe
486,night,cutter_D,senior,assembly,delayed,ok,36.66,116.75,6.54,47.78,6.28,90.96,112.4,,2,6,2,safe
487,morning,cutter_D,mid,assembly,critical,,57.63,150.48,10.51,65.06,7.33,76.79,83.5,0.0,1,8,3,unsafe
488,morning,press_B,mid,loading,on_time,ok,42.15,81.57,6.66,52.89,5.97,78.23,42.0,4.2,0,5,2,safe
489,night,furnace_C,senior,maintenance,on_time,ok,54.06,44.99,6.48,61.85,6.79,80.32,75.9,8.1,2,7,2,unsafe
490,night,cutter_D,senior,assembly,delayed,ok,49.26,72.31,2.71,27.17,7.12,85.72,134.7,4.0,3,3,2,unsafe
491,afternoon,press_A,junior,loading,on_time,ok,33.39,95.31,3.91,10.0,6.99,101.72,119.4,6.8,0,6,4,unsafe
492,afternoon,press_B,mid,heat_area,on_time,ok,55.59,92.04,6.4,55.97,7.06,82.34,169.9,7.2,1,8,3,unsafe
493,morning,press_B,mid,heat_area,on_time,ok,49.42,76.23,6.4,32.05,9.68,60.68,102.6,0.0,2,6,4,safe
494,morning,press_A,mid,maintenance,on_time,ok,28.15,13.18,8.17,49.03,7.14,74.11,95.4,4.5,2,4,2,unsafe
495,afternoon,press_B,junior,heat_area,delayed,missing,58.05,106.47,6.18,47.77,6.04,61.61,353.4,0.5,1,5,3,unsafe
496,afternoon,press_A,senior,heat_area,on_time,ok,50.84,,6.39,74.22,6.82,76.03,84.7,4.6,3,5,2,safe
497,afternoon,press_A,mid,assembly,on_time,ok,42.12,96.25,5.54,57.6,7.48,61.11,87.6,4.8,1,1,2,safe
498,morning,press_A,junior,assembly,on_time,ok,29.48,101.32,3.33,54.32,5.74,71.16,216.9,0.5,2,3,3,safe
499,night,cutter_D,mid,heat_area,on_time,ok,73.1,110.04,0.54,63.72,7.92,71.31,191.4,10.2,3,6,2,safe
500,night,press_B,junior,assembly,on_time,partial,54.52,103.9,6.45,57.16,7.8,84.46,109.6,7.3,2,2,2,unsafe
501,afternoon,cutter_D,junior,loading,delayed,ok,55.57,130.61,6.88,,3.45,83.0,199.2,3.5,1,2,2,unsafe
502,afternoon,press_B,mid,heat_area,on_time,ok,50.33,103.84,4.14,67.0,7.69,81.73,143.0,,0,6,3,safe
503,morning,press_B,junior,heat_area,delayed,ok,33.25,79.06,2.94,36.46,6.77,78.06,103.2,1.5,1,3,2,safe
504,night,press_B,mid,assembly,delayed,ok,67.44,62.14,7.89,56.53,8.0,68.45,185.0,3.6,0,3,2,unsafe
505,afternoon,press_B,mid,heat_area,on_time,,53.27,81.29,4.91,30.33,8.53,83.62,135.9,0.0,1,3,4,unsafe
506,morning,press_A,junior,loading,on_time,partial,35.01,98.99,6.73,54.86,6.75,96.3,43.6,9.1,1,5,2,safe
507,night,furnace_C,senior,maintenance,on_time,partial,61.0,78.94,9.6,54.7,8.16,84.68,185.1,6.9,0,4,2,unsafe
508,night,press_A,junior,assembly,on_time,partial,58.01,91.0,0.79,75.47,6.27,77.17,126.0,8.1,0,3,3,unsafe
509,night,furnace_C,junior,maintenance,delayed,partial,55.72,105.37,4.96,30.09,6.81,68.15,266.6,7.3,1,10,3,unsafe
510,afternoon,furnace_C,junior,loading,delayed,ok,71.34,127.16,6.04,43.59,7.05,70.83,203.7,6.5,1,6,1,unsafe
511,afternoon,press_A,junior,loading,on_time,ok,57.0,132.9,8.7,63.52,6.37,83.08,148.6,5.5,2,3,3,safe
512,afternoon,press_A,junior,heat_area,on_time,partial,41.08,82.73,1.9,56.69,7.51,88.66,111.2,5.9,4,3,1,unsafe
513,night,cutter_D,mid,assembly,critical,partial,35.91,44.23,12.06,54.52,5.73,87.35,134.0,6.4,1,3,2,unsafe
514,night,press_B,senior,assembly,critical,partial,55.49,77.92,8.1,38.61,6.75,88.2,82.4,4.9,1,8,2,unsafe
515,morning,press_A,junior,loading,on_time,ok,11.45,89.54,5.29,43.73,4.79,85.37,148.6,5.2,0,5,2,safe
516,morning,cutter_D,mid,heat_area,on_time,ok,52.21,25.75,5.06,69.43,6.81,87.56,276.5,5.4,0,1,2,unsafe
517,afternoon,press_A,mid,maintenance,on_time,partial,26.83,128.6,4.54,51.28,6.92,73.07,320.8,5.0,0,7,4,safe
518,night,furnace_C,senior,heat_area,critical,ok,60.28,94.98,10.11,57.26,7.53,82.57,237.3,3.1,1,1,3,unsafe
519,night,cutter_D,mid,assembly,on_time,missing,,103.35,3.15,50.39,7.53,77.36,144.3,3.4,0,4,4,safe
520,morning,press_A,junior,loading,on_time,ok,39.7,135.79,6.26,35.44,6.13,79.16,58.7,7.6,1,3,3,safe
521,afternoon,press_A,junior,heat_area,on_time,ok,47.37,57.95,4.65,65.07,4.97,81.98,129.9,4.7,1,2,1,unsafe
522,afternoon,press_A,mid,heat_area,on_time,ok,40.83,100.09,3.82,59.05,7.06,94.11,210.2,6.0,0,5,2,safe
523,night,press_B,senior,loading,on_time,partial,71.5,94.15,11.19,84.28,8.74,69.21,198.8,3.9,0,4,4,unsafe
524,night,press_A,junior,maintenance,critical,ok,66.41,73.56,8.72,37.78,7.48,85.33,123.7,3.6,2,5,3,unsafe
525,night,furnace_C,junior,loading,on_time,ok,42.06,70.97,6.85,63.52,7.41,94.33,118.6,4.9,1,2,4,unsafe
526,afternoon,press_A,senior,loading,on_time,missing,62.99,146.3,8.0,33.64,6.22,85.83,163.3,4.3,2,4,2,unsafe
527,afternoon,press_B,senior,loading,on_time,ok,39.21,84.86,2.37,54.2,6.69,86.5,138.2,3.4,2,3,2,safe
528,morning,cutter_D,senior,maintenance,on_time,partial,45.55,114.48,9.36,65.67,5.54,88.29,129.6,7.5,1,6,2,unsafe
529,morning,cutter_D,mid,heat_area,on_time,ok,53.24,24.37,0.1,22.99,6.43,94.69,126.4,5.2,4,4,2,unsafe
530,night,furnace_C,junior,assembly,on_time,partial,48.08,131.3,3.81,49.13,5.9,71.21,253.5,10.6,1,2,2,unsafe
531,night,press_B,mid,heat_area,,ok,65.81,126.83,4.49,44.12,7.57,68.53,76.4,,2,7,2,safe
532,night,furnace_C,mid,assembly,on_time,partial,57.51,93.41,6.78,42.17,5.83,80.94,115.1,1.4,0,4,3,safe
533,night,press_B,junior,loading,on_time,partial,38.28,90.06,5.98,57.39,7.13,61.55,118.5,,2,8,2,unsafe
534,afternoon,press_B,mid,loading,on_time,ok,28.34,112.0,5.13,67.69,6.29,90.08,146.3,1.6,0,6,1,safe
535,night,press_A,mid,loading,critical,ok,33.28,168.11,7.77,50.13,7.72,91.99,136.0,6.7,0,6,3,safe
536,night,cutter_D,junior,assembly,critical,ok,24.3,28.29,5.65,54.88,6.6,81.1,131.5,5.1,1,4,2,unsafe
537,night,press_B,mid,loading,on_time,ok,44.15,125.37,2.21,53.6,7.07,77.66,79.1,10.7,4,5,2,unsafe
538,morning,press_A,mid,heat_area,on_time,partial,39.64,48.09,7.1,52.03,5.53,78.35,135.9,7.8,2,5,2,unsafe
539,afternoon,press_B,senior,loading,critical,ok,40.81,97.3,9.33,36.75,5.57,79.47,182.8,3.2,1,5,3,unsafe
540,morning,press_B,junior,loading,on_time,ok,60.44,89.32,8.99,67.52,9.0,80.14,148.8,5.0,0,4,2,unsafe
541,night,cutter_D,junior,heat_area,delayed,ok,68.39,75.01,4.76,56.13,7.22,90.02,75.7,7.2,3,4,4,unsafe
542,afternoon,furnace_C,mid,assembly,critical,partial,55.61,89.63,9.32,57.53,3.89,77.45,141.7,6.6,2,2,2,unsafe
543,morning,cutter_D,junior,assembly,on_time,missing,42.95,50.3,4.88,40.71,7.49,91.49,137.2,5.4,1,3,2,unsafe
544,afternoon,press_A,mid,maintenance,on_time,ok,66.56,116.02,8.12,45.57,7.7,83.01,112.8,2.6,2,3,2,unsafe
545,afternoon,press_B,mid,maintenance,critical,ok,50.25,27.2,10.05,49.53,7.46,73.54,149.6,3.3,0,5,2,unsafe
546,afternoon,press_B,junior,loading,on_time,ok,40.07,116.89,5.96,30.52,9.38,91.02,97.0,5.3,0,6,2,safe
547,morning,press_A,mid,assembly,on_time,ok,26.89,68.57,4.75,28.37,6.78,66.78,186.7,7.4,0,4,3,safe
548,afternoon,press_A,mid,heat_area,on_time,ok,58.73,39.02,7.61,43.59,4.66,78.17,311.1,5.7,0,2,2,unsafe
549,afternoon,cutter_D,junior,loading,on_time,ok,115.21806483623064,105.08,6.92,59.32,6.97,91.7,194.6,3.7,0,7,3,unsafe
550,night,press_A,senior,loading,delayed,ok,36.42,33.51,4.99,,6.82,74.49,88.8,7.6,0,5,3,unsafe
551,afternoon,press_B,senior,assembly,delayed,ok,47.49,91.39,3.58,37.74,6.52,81.79,181.7,4.0,0,7,3,safe
552,night,press_A,mid,assembly,critical,ok,39.64,30.2,7.17,40.59,7.25,85.89,204.0,8.1,0,4,2,unsafe
553,afternoon,press_A,mid,loading,,ok,,104.14,8.83,45.63,4.33,71.26,162.0,,0,2,4,safe
554,afternoon,press_A,mid,heat_area,on_time,ok,24.15,47.65,8.02,47.05,7.79,78.35,170.3,4.0,2,1,2,safe
555,night,cutter_D,senior,heat_area,on_time,partial,51.34,74.22,3.05,82.32,5.36,119.3403823185807,129.7,7.9,3,4,1,unsafe
556,afternoon,cutter_D,mid,assembly,on_time,ok,55.63,100.29,2.93,66.76,5.22,78.03,69.2,3.2,1,9,3,safe
557,morning,cutter_D,mid,heat_area,on_time,ok,46.42,62.96,8.3,66.35,6.35,103.72,125.2,,0,5,2,unsafe
558,morning,press_B,senior,maintenance,critical,ok,44.63,87.97,5.3,68.36,7.86,72.13,81.9,4.9,0,4,3,unsafe
559,night,press_A,junior,maintenance,delayed,partial,34.93,27.02,7.62,38.02,6.71,90.04,119.7,6.3,0,2,2,unsafe
560,afternoon,press_B,senior,loading,on_time,missing,48.33,,4.14,34.89,6.33,75.46,101.6,10.0,2,8,1,unsafe
561,afternoon,press_B,junior,heat_area,on_time,ok,51.4,151.77,9.06,,6.64,69.22,78.9,4.7,0,2,2,safe
562,morning,cutter_D,junior,assembly,on_time,ok,32.73,187.73,3.81,70.68,5.03,83.93,248.6,6.5,0,5,2,safe
563,morning,press_A,junior,heat_area,on_time,ok,69.99,83.19,8.02,44.34,6.21,84.84,134.6,1.2,0,4,1,unsafe
564,morning,press_B,senior,heat_area,,ok,65.15,117.59,6.91,34.48,8.7,87.28,103.4,5.7,2,5,2,unsafe
565,afternoon,press_A,senior,loading,on_time,ok,36.74,25.68,6.05,45.97,6.49,93.06,15.4,7.2,2,6,3,unsafe
566,afternoon,press_B,mid,heat_area,critical,ok,59.97,142.6,3.47,48.66,8.42,105.51,53.8,3.7,1,3,3,safe
567,afternoon,furnace_C,mid,assembly,on_time,ok,62.45,117.17,0.65,55.76,7.89,81.25,198.8,0.0,2,5,3,safe
568,afternoon,press_B,mid,assembly,on_time,ok,51.71,73.06,5.01,55.51,6.54,73.03,151.3,4.7,0,4,3,safe
569,night,press_B,senior,heat_area,delayed,ok,33.67,133.3,7.04,40.41,7.06,85.08,332.9,6.2,2,3,2,safe
570,morning,press_B,mid,assembly,on_time,ok,56.08,81.09,3.02,61.6,10.12,76.6,92.9,6.3,1,7,3,safe
571,afternoon,press_B,junior,assembly,on_time,ok,37.16,73.97,3.1,43.05,9.18,87.33,238.9,9.5,1,6,2,unsafe
572,night,cutter_D,junior,maintenance,on_time,ok,39.71,106.64,6.74,49.81,4.33,73.33,125.2,5.9,0,6,2,safe
573,afternoon,cutter_D,mid,heat_area,on_time,ok,85.65,52.78,6.74,61.61,7.0,104.32,84.2,3.0,1,3,3,unsafe
574,afternoon,cutter_D,mid,heat_area,delayed,partial,57.62,125.76,6.2,43.01,6.5,90.7,109.5,2.3,2,4,2,safe
575,night,cutter_D,junior,maintenance,on_time,ok,39.36,53.04,7.22,44.03,7.57,69.84,142.8,7.1,2,5,3,unsafe
576,night,press_B,junior,maintenance,delayed,ok,17.54,53.25,3.92,60.28,6.33,74.62,103.4,7.7,2,4,2,unsafe
577,morning,furnace_C,senior,loading,on_time,partial,72.68,66.16,4.72,39.99,4.91,86.34,70.6,3.7,3,1,1,unsafe
578,night,press_B,junior,maintenance,on_time,ok,27.86,116.58,9.13,,6.42,91.59,82.6,8.3,0,7,1,safe
579,afternoon,press_A,mid,heat_area,delayed,ok,41.96,58.41,6.65,59.78,5.76,67.55,173.9,5.8,1,6,2,unsafe
580,morning,cutter_D,senior,heat_area,on_time,ok,50.02,42.82,5.78,80.76,7.56,89.42,77.0,4.9,2,4,3,unsafe
581,afternoon,press_A,mid,heat_area,,partial,71.0,58.8,10.57,60.48,4.96,61.47,96.4,2.9,0,4,4,unsafe
582,night,cutter_D,junior,loading,on_time,missing,53.28,96.88,2.42,58.62,5.69,84.2,78.6,5.7,1,2,2,safe
583,afternoon,press_B,mid,loading,on_time,ok,42.11,56.67,7.25,59.43,4.97,129.29306014045278,153.2,,3,4,2,unsafe
584,morning,furnace_C,senior,heat_area,on_time,ok,69.7,49.69,9.16,36.98,7.31,74.04,412.9,5.3,1,8,2,unsafe
585,afternoon,furnace_C,mid,assembly,on_time,ok,48.8,163.9,4.79,53.62,7.65,65.44,170.4,4.9,2,7,3,safe
586,morning,cutter_D,senior,loading,on_time,ok,45.68,67.88,7.39,51.58,6.07,84.32,90.6,5.2,1,6,2,safe
587,morning,furnace_C,junior,assembly,on_time,ok,56.88,78.69,3.34,56.5,5.61,73.56,153.1,6.4,2,4,4,safe
588,morning,furnace_C,mid,loading,critical,ok,67.63,85.15,6.29,53.63,6.59,84.67,93.5,5.6,1,5,3,unsafe
589,morning,press_A,mid,loading,on_time,ok,55.61,73.25,6.35,57.32,8.42,71.03,146.1,4.6,4,4,3,unsafe
590,morning,press_B,senior,loading,delayed,partial,49.93,119.75,8.26,47.64,7.83,72.05,263.1,4.9,0,3,2,unsafe
591,morning,press_A,junior,loading,on_time,ok,39.65,121.19,7.97,52.82,5.59,60.81,131.0,2.4,0,5,3,safe
592,afternoon,furnace_C,senior,maintenance,on_time,ok,64.9,79.29,8.95,34.81,3.9,80.53,158.4,3.6,0,3,3,safe
593,morning,press_B,mid,heat_area,delayed,ok,52.9,46.72,6.35,47.52,5.85,77.55,133.8,4.9,1,2,3,unsafe
594,morning,furnace_C,junior,loading,on_time,partial,43.02,142.61,8.13,71.47,6.1,68.3,207.3,3.8,2,4,3,unsafe
595,night,press_A,junior,loading,delayed,ok,39.16,84.66,5.75,,5.65,82.74,184.3,8.5,1,2,2,unsafe
596,afternoon,press_A,senior,assembly,on_time,ok,45.01,140.56,7.48,51.71,6.75,88.24,112.0,3.4,0,4,3,safe
597,afternoon,furnace_C,junior,assembly,on_time,ok,66.92,11.4,5.96,78.55,5.28,77.06,184.3,5.8,1,7,4,unsafe
598,morning,press_A,junior,heat_area,on_time,ok,51.8,86.84,6.48,32.95,5.12,81.41,146.7,5.5,1,7,4,unsafe
599,morning,press_A,junior,heat_area,on_time,partial,,147.15,6.43,36.47,4.97,81.46,107.4,6.9,1,4,3,unsafe
600,morning,press_A,senior,loading,delayed,ok,44.68,75.64,2.97,75.98,8.53,68.16,108.3,6.7,1,2,1,unsafe
601,morning,cutter_D,mid,maintenance,on_time,ok,,82.11,3.03,52.64,7.66,101.51,144.5,6.3,3,8,1,unsafe
602,morning,furnace_C,mid,assembly,critical,ok,,100.34,8.03,48.6,8.25,74.76,157.3,0.4,0,3,3,safe
603,morning,press_B,junior,assembly,critical,ok,55.04,70.44,4.09,35.21,8.0,84.91,123.7,7.8,2,7,1,unsafe
604,morning,press_A,mid,maintenance,on_time,partial,56.23,69.08,7.33,58.27,5.94,85.92,159.1,8.0,1,3,2,unsafe
605,morning,press_B,mid,assembly,on_time,ok,36.87,78.18,7.42,59.62,9.02,77.74,89.3,3.8,0,5,2,safe
606,afternoon,cutter_D,senior,heat_area,delayed,ok,46.61,68.04,7.22,36.68,6.46,88.46,75.2,5.3,2,2,3,unsafe
607,morning,furnace_C,senior,loading,,ok,43.52,141.01,5.33,50.04,6.29,81.21,58.3,2.9,2,6,2,safe
608,afternoon,press_A,junior,heat_area,on_time,ok,62.39,96.14,8.54,47.3,6.44,66.24,172.5,1.2,2,5,2,safe
609,afternoon,press_A,mid,assembly,on_time,missing,61.39,88.77,9.98,55.58,2.67,76.01,55.3,3.2,1,3,2,unsafe
610,afternoon,press_A,junior,assembly,on_time,ok,40.22,108.3,5.82,36.33,8.59,73.49,158.3,4.2,2,4,3,unsafe
611,morning,furnace_C,mid,assembly,delayed,partial,53.1,80.75,7.62,69.53,6.64,74.84,104.2,4.1,2,4,4,unsafe
612,night,cutter_D,junior,loading,,partial,61.6,70.9,5.94,64.82,6.93,73.26,113.9,4.7,1,3,1,unsafe
613,afternoon,press_A,junior,heat_area,delayed,ok,60.07,58.91,7.67,46.92,6.42,89.14,114.7,3.8,2,3,1,unsafe
614,morning,press_A,junior,assembly,on_time,ok,49.23,80.06,5.24,48.97,6.71,93.42,376.7,5.3,2,6,3,unsafe
615,night,press_A,mid,loading,on_time,ok,29.71,50.93,5.42,50.09,5.72,89.8,97.8,4.6,2,0,3,unsafe
616,night,cutter_D,junior,maintenance,on_time,ok,52.14,72.49,7.49,41.1,7.3,96.43,81.4,7.8,0,6,3,unsafe
617,morning,press_A,mid,assembly,on_time,ok,32.85,61.94,10.66,45.79,4.8,75.9,302.7,6.2,4,7,3,unsafe
618,morning,cutter_D,mid,heat_area,on_time,ok,40.39,164.36,2.42,48.22,6.74,77.27,61.7,9.8,1,6,3,safe
619,night,furnace_C,junior,loading,on_time,ok,51.84,10.0,5.27,74.58,6.73,73.99,69.9,9.1,3,6,2,unsafe
620,afternoon,press_B,mid,heat_area,on_time,ok,46.97,83.71,2.9,65.25,7.04,84.8,200.7,5.3,3,3,1,unsafe
621,morning,press_A,junior,heat_area,on_time,ok,,140.4,9.0,65.09,6.98,81.04,161.0,4.0,4,4,3,unsafe
622,morning,press_A,mid,loading,on_time,ok,26.71,92.26,4.21,57.18,5.21,78.31,108.1,5.4,0,3,3,safe
623,afternoon,furnace_C,mid,maintenance,critical,ok,67.51,116.37,4.62,36.36,4.74,90.66,76.3,5.5,0,3,2,unsafe
624,afternoon,cutter_D,junior,maintenance,on_time,ok,57.53,93.49,6.9,51.42,6.81,86.64,40.7,4.2,1,7,4,unsafe
